experiment_kind,experiment_anchor,experiment_sweep_param,sweep_index,sweep_value,replicate_index,seed,theta,num_runs,shots,distance,gate_speed_factor,client_gate_speed_factor,entanglement_speed_factor,ent_sweep_mode,Tsrv_est_ms,Tcc_est_ms,Tent_est_ms,Tmax_est_ms,Tmin_est_ms,zz_cost,xx_cost,zz_time,xx_time,total_time,energy,sweep_low,sweep_high
sweep,light,entanglement_speed_factor,6,112.46826503806983,0,56871,0.2297,10,10,100.0,0.263,1.0,112.46826503806983,time,2.49324,2.5,44.45698525097306,49.45022525097306,44.45698525097306,-1.8097603781282054,-0.02071937261594924,445944467.509731,445979972.509731,891924440.019462,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,7,149.9788418664912,0,57868,0.2297,10,10,100.0,0.263,1.0,149.9788418664912,time,2.49324,2.5,33.33803580408309,38.33127580408309,33.33803580408309,-1.8097603781282057,-0.02071937261594923,334754973.04083073,334790478.04083073,669545451.0816615,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,8,200.00000000000003,0,58865,0.2297,10,10,100.0,0.263,1.0,200.00000000000003,time,2.49324,2.5,24.999999999999996,29.993239999999997,24.999999999999996,-1.8097603781282054,-0.02071937261594924,251374614.99999997,251410119.99999997,502784734.99999994,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,9,266.70428643266484,0,59862,0.2297,10,10,100.0,0.263,1.0,266.70428643266484,time,2.49324,2.5,18.747355233311392,23.740595233311392,18.747355233311392,-1.8097603781282054,-0.020719372615949232,188848167.3331137,188883672.3331137,377731839.6662274,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,10,355.6558820077846,0,60859,0.2297,10,10,100.0,0.263,1.0,355.6558820077846,time,2.49324,2.5,14.058533129758725,19.051773129758725,14.058533129758725,-1.8097603781282054,-0.020719372615949232,141959946.2975874,141995451.2975874,283955397.5951748,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,11,474.27474113233114,0,61856,0.2297,10,10,100.0,0.263,1.0,474.27474113233114,time,2.49324,2.5,10.542412585714555,15.535652585714555,10.542412585714555,-1.8097603781282057,-0.020719372615949243,106798740.85714552,106834245.85714552,213632986.71429104,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,12,632.4555320336759,0,62853,0.2297,10,10,100.0,0.263,1.0,632.4555320336759,time,2.49324,2.5,7.905694150420947,12.898934150420947,7.905694150420947,-1.8097603781282057,-0.02071937261594924,89431556.50420947,89467061.50420947,178898618.00841895,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,13,843.3930068571647,0,63850,0.2297,10,10,100.0,0.263,1.0,843.3930068571647,time,2.49324,2.5,5.928434264154137,10.921674264154138,5.928434264154137,-1.8097603781282057,-0.020719372615949232,109658957.64154136,109694462.64154136,219353420.28308272,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,14,1124.6826503806983,0,64847,0.2297,10,10,100.0,0.263,1.0,1124.6826503806983,time,2.49324,2.5,4.445698525097306,9.438938525097306,4.445698525097306,-1.8097603781282057,-0.02071937261594923,94831600.25097302,94867105.25097302,189698705.50194603,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,15,1499.788418664912,0,65844,0.2297,10,10,100.0,0.263,1.0,1499.788418664912,time,2.49324,2.5,3.3338035804083095,8.32704358040831,3.3338035804083095,-1.8097603781282054,-0.02071937261594925,83712650.80408314,83748155.80408314,167460806.60816628,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,16,2000.0000000000002,0,66841,0.2297,10,10,100.0,0.263,1.0,2000.0000000000002,time,2.49324,2.5,2.4999999999999996,7.49324,2.5,-1.8097603781282054,-0.02071937261594925,84374615.0,84410120.0,168784735.0,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,17,2667.042864326648,0,67838,0.2297,10,10,100.0,0.263,1.0,2667.042864326648,time,2.49324,2.5,1.8747355233311394,6.86797552333114,2.5,-1.8097603781282054,-0.02071937261594923,89121970.23331141,89245338.12864518,178367308.3619566,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,18,3556.558820077846,0,68835,0.2297,10,10,100.0,0.263,1.0,3556.558820077846,time,2.49324,2.5,1.4058533129758726,6.3990933129758725,2.5,-1.8097603781282057,-0.020719372615949232,93433148.12975866,93468653.12975866,186901801.2595173,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,19,4742.747411323311,0,69832,0.2297,10,10,100.0,0.263,1.0,4742.747411323311,time,2.49324,2.5,1.0542412585714556,6.047481258571455,2.5,-1.8097603781282057,-0.020719372615949232,109917027.5857145,109952532.5857145,219869560.171429,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,20,6324.55532033676,0,70829,0.2297,10,10,100.0,0.263,1.0,6324.55532033676,time,2.49324,2.5,0.7905694150420947,5.783809415042095,2.5,-1.8097603781282057,-0.02071937261594924,107280309.15042101,107315814.15042101,214596123.30084202,-1.145630955773553,20.0,20000.0
sweep,light,entanglement_speed_factor,21,8433.930068571646,0,71826,0.2297,10,10,100.0,0.263,1.0,8433.930068571646,time,2.49324,2.5,0.5928434264154138,5.5860834264154136,2.5,-1.8097603781282057,-0.02071937261594923,105303049.26415405,105338554.26415405,210641603.5283081,-1.145630955773553,20.0,20000.0
